:25859
2011-09-27T15:30:59.130Z:1
2013-08-16T11:40:25.749Z:1
3934.0:5
2014-01-11T07:44:14.794Z:1
2013-06-27T10:45:30.228Z:1
2011-01-19T06:24:49.429Z:1
2014-03-24T00:41:46.284Z:1
518777003304:1
672847723387:2
2011-01-09T14:12:35.169Z:1
686772829680:2
2013-02-21T19:37:35.679Z:1
2014-07-26T19:37:27.303Z:1
1381.0:4
2013-07-13T02:10:34.794Z:1
2015-02-08T23:18:59.429Z:1
574849156322:2
273707017794:2
2012-07-02T05:15:43.243Z:1
2015-04-27T08:55:18.306Z:1
2013-05-04T15:13:23.404Z:1
2014-07-13T09:08:04.404Z:1
672786801708:2
2013-10-22T22:08:13.243Z:1
2011-11-23T15:31:18.969Z:1
693511560266:3
2014-06-02T10:33:51.805Z:1
2013-01-06T06:19:08.303Z:1
693774906601:2
2011-06-25T12:54:25.429Z:1
273857503815:2
2014-07-26T19:44:57.303Z:1
672777024115:1
518773505327:2
2012-06-28T18:50:13.969Z:1
2013-09-02T08:27:34.243Z:1
448772812642:2
2014-04-04T02:51:04.228Z:1
672847723366:1
2012-08-14T02:44:13.038Z:1
2013-06-29T08:11:31.284Z:1
2013-09-04T08:01:21.125Z:1
693511790587:1
4762.0:6
574849156315:2
2012-04-15T23:33:56.306Z:1
574849156301:1
2010-02-24T05:49:09.357Z:1
686772829659:1
2014-06-02T03:12:13.931Z:1
672847723373:1
2013-11-18T13:51:26.228Z:1
1777.0:4
2014-04-14T07:44:31.749Z:1
2014-05-30T14:40:25.749Z:1
273857503801:5
2011-07-13T08:17:51.215Z:1
2011-05-11T06:58:18.215Z:1
2012-08-05T18:05:00.404Z:1
2013-05-05T10:54:20.169Z:1
2012-04-29T19:30:21.306Z:1
2011-05-01T12:43:25.169Z:1
2013-05-06T19:40:24.130Z:1
693511511294:2
2014-07-21T22:06:50.284Z:1
693511633766:2
672847003773:1
2010-03-04T23:57:59.357Z:1
2014-11-03T11:09:24.429Z:1
2012-06-27T11:08:32.228Z:1
273707017745:5
2013-01-21T21:42:11.243Z:1
2011-06-08T14:21:18.228Z:1
672847003780:1
693511633759:1
91004349093:2
2012-09-13T19:04:42.794Z:1
154840700728:4
2011-05-12T22:17:32.228Z:1
2013-10-11T14:30:11.228Z:1
"green dress+bloomer":1
2013-02-27T11:47:38.303Z:1
357001083593:1
2013-07-25T17:08:23.169Z:1
4522.0:3
581842108722:2
2010-12-01T03:27:23.215Z:1
2011-05-21T04:25:26.429Z:1
2013-04-20T22:01:57.874Z:1
2014-08-22T14:08:54.805Z:1
2013-02-08T00:28:56.874Z:1
679851218200:3
2011-09-26T18:41:05.429Z:1
273714706608:1
2013-04-10T04:11:16.931Z:1
672847003752:2
2011-05-05T02:07:49.130Z:1
581841420573:3
2014-02-27T15:58:08.604Z:1
2014-08-16T23:30:52.228Z:1
4918.0:3
483851902114:2
2126.0:3
2013-05-21T05:29:25.429Z:1
273707017766:2
672777758387:3
2014-10-17T02:20:59.805Z:1
686772829694:1
2011-12-25T13:11:31.243Z:1
2014-08-11T08:06:10.125Z:1
2013-10-18T02:55:21.169Z:1
1537.0:5
2013-11-04T09:32:51.404Z:1
2013-01-13T14:50:49.130Z:1
273783306615:2
2013-06-29T01:15:36.604Z:1
2012-07-22T10:02:40.169Z:1
2011-06-15T20:16:10.357Z:1
2011-07-13T08:06:45.215Z:1
329567001463:1
2012-06-27T11:54:18.228Z:1
2014-02-28T06:45:49.749Z:1
2014-08-06T18:42:48.604Z:1
2013-05-10T05:12:25.306Z:1
693776306559:1
2014-02-22T09:33:46.392Z:1
2013-02-11T05:08:50.931Z:1
2011-03-06T14:13:09.306Z:1
574774983573:2
2014-01-02T22:28:15.416Z:1
2013-08-20T11:19:01.416Z:1
2012-02-24T19:09:14.969Z:1
2011-09-21T16:35:15.357Z:1
2015-03-14T23:02:41.306Z:1
2014-03-06T00:35:28.794Z:1
2013-06-28T17:02:49.392Z:1
2013-01-21T22:05:39.243Z:1
2013-06-01T08:34:11.284Z:1
2013-09-07T16:52:05.404Z:1
273567003731:1
273581010052:1
483842139207:2
2014-02-11T14:44:45.284Z:1
2013-02-09T20:53:33.429Z:1
2012-06-01T03:47:51.429Z:1
693770880173:1
2010-08-13T02:33:47.429Z:1
2014-01-12T07:04:30.130Z:1
2013-05-30T01:23:15.169Z:1
2013-06-20T15:15:10.416Z:1
1630.0:7
2011-09-13T00:38:25.130Z:1
455772803542:1
2013-08-31T04:42:30.794Z:1
2014-01-11T07:05:54.794Z:1
2015-03-05T13:33:46.429Z:1
518773505257:1
2013-10-31T12:14:14.749Z:1
2013-10-31T11:21:30.749Z:1
2012-03-09T12:50:54.969Z:1
853.0:1
693770880180:1
273707017717:1
273707017710:4
581841420587:1
693770880187:3
2011-01-19T06:40:26.429Z:1
672774242959:2
2014-01-11T07:16:50.794Z:1
4668.0:4
574849156273:2
273714755615:1
2011-12-06T08:22:29.429Z:1
2013-04-30T01:35:55.303Z:1
2013-10-25T15:04:56.679Z:1
2014-02-02T14:50:59.130Z:1
2013-06-15T00:33:19.416Z:1
2013-06-12T19:56:19.429Z:1
2012-03-29T03:11:34.429Z:1
2014-04-16T19:35:04.243Z:1
273581010073:1
672847723408:1
"flat front dress trousers made out of 35 percent wool / 65 percent polyester fabric with 2/42s count.":12
273707017731:2
2014-09-19T11:34:47.303Z:1
2012-05-07T16:49:11.038Z:1
2014-06-05T13:17:11.749Z:1
2014-09-22T02:12:37.284Z:1
2013-02-08T00:36:14.874Z:1
2015-03-27T02:33:25.303Z:1
2011-12-06T08:50:11.429Z:1
2013-05-13T14:04:07.679Z:1
2011-07-13T07:57:43.215Z:1
518773505278:3
2013-09-01T18:42:56.130Z:1
2014-07-08T15:46:55.805Z:1
273714755608:1
2014-03-20T14:02:12.749Z:1
455814102842:1
2013-02-13T00:18:56.169Z:1
2366.0:2
2013-04-12T03:50:49.228Z:1
2014-08-29T11:49:15.125Z:1
2012-04-19T18:04:24.130Z:1
2012-12-06T22:58:53.416Z:1
2013-06-20T02:21:57.604Z:1
2013-08-23T03:49:55.169Z:1
2616.0:2
2010-06-06T02:15:59.357Z:1
2012-10-11T14:05:27.243Z:1
693781900952:1
2014-01-30T09:12:17.404Z:1
2013-01-02T12:07:30.679Z:1
2013-07-03T21:53:35.306Z:1
2012-12-17T20:43:02.874Z:1
2012-04-06T19:38:32.679Z:1
455814102814:1
2011-05-12T22:20:25.228Z:1
2014-02-09T08:37:11.125Z:1
2012-12-22T16:11:21.357Z:1
2012-08-12T19:59:57.169Z:1
2014-04-11T20:30:22.805Z:1
2011-11-03T14:51:47.169Z:1
2014-10-12T10:16:21.749Z:1
2012-11-04T22:39:47.429Z:1
2013-04-21T06:17:27.429Z:1
672847003822:2
2013-08-21T05:45:04.404Z:1
4428.0:2
1776.0:3
483842130828:2
2013-06-01T08:58:44.284Z:1
2013-11-12T05:27:53.243Z:1
2012-10-26T14:37:33.416Z:1
483842130821:2
2013-04-17T16:10:46.931Z:1
2015-01-05T06:15:14.306Z:1
2011-02-20T00:03:51.169Z:1
455777722428:1
693707420966:3
2015-03-13T22:48:27.243Z:1
2014-05-18T19:51:21.805Z:1
2014-01-01T17:12:15.169Z:1
2013-02-21T05:19:40.416Z:1
2013-04-12T04:07:54.228Z:1
2011-07-08T01:30:41.215Z:1
693781900966:2
574774934580:2
4272.0:6
2014-04-14T12:50:33.125Z:1
2013-12-20T12:59:01.303Z:1
2012-04-15T11:08:40.228Z:1
693781900973:2
2013-01-24T12:59:38.429Z:1
2013-03-26T20:23:56.429Z:1
2012-04-06T19:57:43.679Z:1
2012-01-28T03:56:34.215Z:1
672777758408:2
2013-04-17T02:14:29.404Z:1
483845600742:3
2012-11-29T01:51:01.303Z:1
2014-05-08T17:05:01.228Z:1
2011-08-02T10:26:54.169Z:1
693511584122:2
574774934594:5
2012-05-16T10:36:24.794Z:1
2011-03-27T05:53:19.429Z:1
2220.0:1
2013-09-27T04:18:04.416Z:1
693707420952:1
693511584115:2
2014-01-18T11:03:56.392Z:1
2013-09-07T16:45:46.404Z:1
2012-04-25T02:32:15.243Z:1
693511452452:3
672774913622:1
2013-02-28T00:10:24.416Z:1
2013-11-14T05:10:33.303Z:1
2011-07-08T10:02:42.566Z:1
2012-04-25T02:31:40.243Z:1
2011-08-16T15:23:32.130Z:1
2013-02-09T20:36:10.429Z:1
483845600728:1
2012-09-25T03:38:30.404Z:1
693701403815:2
2011-11-03T14:44:31.169Z:1
2013-08-23T18:54:49.679Z:1
2012-01-04T13:31:38.228Z:1
672844216394:1
273637026117:1
693511800380:1
"100% linen checks chic casual shirt":4
672776313559:1
2014-02-22T09:59:06.392Z:1
2012-06-12T22:03:32.404Z:1
693511114100:1
2014-05-21T16:51:04.130Z:1
2013-02-27T11:19:13.303Z:1
2011-11-16T01:29:09.303Z:1
672776313552:2
693511319473:2
2014-06-23T21:30:56.749Z:1
574775621294:1
693701403808:1
2012-07-26T09:14:23.969Z:1
2012-06-16T11:46:49.429Z:1
273574021903:6
2015-04-21T18:44:14.303Z:1
2014-07-24T13:51:34.679Z:1
441798001435:2
686770805980:3
686770805987:2
455778435735:2
2013-01-14T21:41:32.874Z:1
2015-04-10T11:37:40.228Z:1
2014-09-19T11:41:16.303Z:1
2012-04-02T20:36:39.303Z:1
672774913601:1
2014-01-17T21:19:39.306Z:1
2012-09-09T03:06:24.306Z:1
483845600707:1
2012-06-12T21:46:01.404Z:1
2012-04-02T21:22:31.303Z:1
2014-10-18T03:04:30.931Z:1
245567016303:3
2013-03-11T05:13:47.228Z:1
686770805994:1
2013-04-10T04:41:33.931Z:1
2013-08-06T18:25:58.284Z:1
2010-11-12T11:26:39.215Z:1
2011-05-22T13:19:41.169Z:1
"highly comfortable mens eva flip flop":2
2013-07-07T13:39:04.604Z:1
672777709415:1
2013-04-10T04:36:52.931Z:1
693511598787:2
2013-04-17T11:56:37.794Z:1
2013-01-21T13:55:48.416Z:1
2014-03-26T05:39:44.931Z:1
2011-05-09T13:15:20.306Z:1
2013-07-15T19:04:44.416Z:1
2012-09-25T03:12:56.404Z:1
2460.0:5
2014-07-14T12:29:44.284Z:1
2013-07-03T21:01:45.130Z:1
672777709408:3
441798001414:1
343701414028:1
2013-09-30T10:21:20.125Z:1
2014-04-14T07:37:58.749Z:1
2013-02-21T20:40:15.679Z:1
343701414021:4
693511741559:2
602841410024:1
2013-04-10T13:13:42.749Z:1
2013-09-01T18:16:15.130Z:1
2710.0:6
2012-12-22T10:22:55.303Z:1
2012-03-06T23:52:03.215Z:1
2011-03-29T15:14:52.130Z:1
2012-08-02T16:16:47.228Z:1
999.0:10
4032.0:5
2012-12-29T16:58:30.429Z:1
2011-09-22T20:30:13.228Z:1
483842139235:2
343701414007:2
2012-06-13T13:55:45.169Z:1
2012-02-24T19:25:01.969Z:1
2011-07-29T19:22:32.429Z:1
2012-03-23T08:38:35.303Z:1
2012-10-19T07:55:49.169Z:1
693511800359:1
2014-02-26T01:42:55.303Z:1
2012-09-27T19:23:35.357Z:1
1870.0:2
672776313587:2
2012-08-12T09:55:25.404Z:1
693637166880:1
2014-03-23T23:44:29.284Z:1
2012-05-31T12:30:56.404Z:1
2012-04-19T17:51:46.130Z:1
455778435728:1
693774906594:1
686770805959:1
483842139228:2
2012-03-23T08:24:56.303Z:1
2013-12-14T00:28:18.679Z:1
2013-03-15T09:46:52.303Z:1
693770880152:1
3444.0:3
693774931759:1
2012-12-13T09:06:14.794Z:1
2014-11-30T07:28:20.604Z:1
2010-10-20T22:50:27.429Z:1
4178.0:9
2856.0:4
2013-03-27T16:23:11.130Z:1
574775621273:4
455778435714:2
2014-10-10T08:35:58.125Z:1
672844216380:2
693637166873:2
2013-10-03T12:57:23.306Z:1
2013-12-26T21:24:36.243Z:1
2010-07-17T08:44:12.215Z:1
693511800352:1
2012-02-28T21:43:35.038Z:1
693770723408:1
574774983552:7
2012-01-31T07:10:44.243Z:1
2014-03-12T20:51:09.284Z:1
2012-07-07T23:36:04.931Z:1
455776301428:1
2012-06-27T12:00:51.228Z:1
2014-11-21T08:29:08.125Z:1
2012-01-13T19:37:30.215Z:1
2015-01-18T18:40:26.228Z:1
693774931766:1
2013-06-12T19:16:09.429Z:1
2013-11-01T09:57:05.169Z:1
245567016366:2
2014-05-18T19:50:28.805Z:1
2012-06-05T18:51:52.749Z:1
3445.0:3
2013-01-21T22:00:27.243Z:1
2012-04-08T07:20:53.357Z:1
2013-11-26T20:51:04.169Z:1
2013-11-25T15:11:40.679Z:1
2012-03-27T16:22:29.130Z:1
2014-07-08T15:31:30.805Z:1
2013-10-01T05:49:30.284Z:1
2012-04-06T03:13:39.243Z:1
2013-01-07T08:57:19.228Z:1
2011-09-21T16:12:32.357Z:1
2012-11-16T08:17:23.794Z:1
287770709884:1
2012-10-26T13:46:09.416Z:1
490770742042:4
693511560308:1
2012-03-01T23:35:32.357Z:1
2014-04-28T19:32:35.130Z:1
2011-01-09T14:30:10.169Z:1
2014-09-30T21:35:49.306Z:1
2014-12-30T18:43:26.931Z:1
490770742035:4
518777003276:1
2010-09-24T09:13:54.429Z:1
1046.0:3
693774906566:1
125.0:3
2012-09-24T04:55:40.416Z:1
"":29
2015-02-18T05:35:30.284Z:1
2012-06-21T11:16:27.306Z:1
693774931787:4
2012-02-28T21:52:39.038Z:1
693700726600:1
2012-05-07T19:33:08.243Z:1
2012-08-03T16:41:46.130Z:1
455812002128:2
574774910766:1
2012-09-29T08:25:42.679Z:1
2014-01-11T20:45:06.228Z:1
2013-02-21T04:52:32.416Z:1
2011-10-09T16:20:00.566Z:1
2014-01-27T10:07:19.306Z:1
2014-05-21T15:39:28.404Z:1
693779825487:2
2014-02-02T15:35:38.130Z:1
490770742021:1
2014-10-08T02:33:01.303Z:1
2013-12-27T17:53:51.679Z:1
2014-02-24T23:25:51.429Z:1
2013-04-17T02:18:56.404Z:1
91003291400:2
3685.0:7
2014-05-21T16:54:45.243Z:1
2010-12-01T03:23:47.215Z:1
2013-10-13T03:37:17.125Z:1
672770729400:3
2011-05-21T05:00:18.429Z:1
2013-03-23T00:02:17.794Z:1
2014-05-28T20:31:46.404Z:1
2012-10-30T04:59:08.130Z:1
336567004256:1
574771403794:2
2012-03-11T00:49:44.429Z:1
693788902408:3
2014-11-04T13:13:50.125Z:1
518777003220:3
1286.0:4
2011-11-16T11:25:14.429Z:1
693774235952:1
455813401428:2
2014-08-06T14:50:21.303Z:1
2012-06-01T03:07:41.429Z:1
483703504907:1
2013-08-08T08:44:28.243Z:1
581842108694:3
2011-01-09T15:02:56.169Z:1
693770845922:3
"vectra dlx plm":11
574771403787:1
2012-04-15T11:27:57.228Z:1
2013-10-02T10:57:25.243Z:1
518777003234:2
2011-10-08T04:48:13.306Z:1
2013-09-19T11:59:26.228Z:1
3205.0:3
2014-07-18T08:28:01.805Z:1
2012-12-07T00:31:35.130Z:1
2014-12-03T13:25:22.805Z:1
574849132452:1
2011-01-19T07:01:09.429Z:1
2014-06-25T21:50:35.284Z:1
2013-07-07T16:16:24.303Z:1
2013-04-17T12:01:30.794Z:1
2011-12-25T13:05:00.243Z:1
2014-02-24T23:11:01.429Z:1
2012-08-03T16:38:53.130Z:1
2011-10-29T10:33:53.566Z:1
2013-09-07T21:43:42.429Z:1
693511525994:1
2012-06-16T11:29:26.429Z:1
672776313622:2
455813401435:2
2013-06-29T01:34:00.604Z:1
2013-10-03T13:00:04.306Z:1
336567004270:2
2010-10-31T18:36:13.357Z:1
2011-12-20T13:58:21.303Z:1
693511525987:1
2012-06-15T19:01:14.130Z:1
2012-06-27T11:22:27.228Z:1
2950.0:3
2012-05-06T22:40:59.303Z:1
2012-08-22T06:13:18.416Z:1
2012-01-26T20:54:53.969Z:1
574771403766:1
2013-08-22T17:43:19.228Z:1
105000856793:1
2013-05-02T21:28:17.749Z:1
2014-11-10T11:42:58.805Z:1
483772824507:1
693774235980:1
672778411508:1
2010-10-23T00:04:36.215Z:1
2013-08-22T18:12:25.228Z:1
2012-01-31T07:09:35.243Z:1
574774919166:2
2012-11-06T17:36:34.679Z:1
273581024724:4
2013-06-06T07:36:46.794Z:1
672858909359:2
448701416142:2
2013-05-20T08:01:28.303Z:1
574845009487:3
2015-03-15T06:10:45.125Z:1
2013-06-27T09:34:37.228Z:1
2014-10-08T02:34:37.303Z:1
2011-08-19T12:48:46.169Z:1
2013-04-30T01:47:40.303Z:1
2014-11-19T02:52:02.749Z:1
2013-04-15T16:21:53.357Z:1
1536.0:1
2014-01-31T06:35:20.228Z:1
2011-12-17T07:47:25.169Z:1
490840718228:1
2013-08-21T05:07:39.404Z:1
455773516835:1
574774919152:4
490840718235:2
273581024710:1
2014-10-01T03:32:06.429Z:1
441787500728:1
273714706524:1
672701410815:2
2012-09-08T10:47:08.038Z:1
2012-05-14T05:57:19.357Z:1
3935.0:8
273709101400:1
2011-07-27T19:25:02.130Z:1
2013-11-21T00:53:17.416Z:1
2012-09-05T13:21:18.130Z:1
672777817194:1
"843f12df-cee4-J68S-b5df-8df74bd480d4":1
2015-02-21T19:41:51.243Z:1
2012-01-16T13:02:58.303Z:1
2012-10-26T14:53:46.874Z:1
693511452487:4
2015-03-05T13:16:13.429Z:1
2011-02-13T23:36:55.215Z:1
693511657601:6
2012-04-06T19:02:55.679Z:1
672858900980:2
574845009480:4
2014-06-02T10:10:03.805Z:1
2014-04-28T19:40:03.130Z:1
2011-08-19T12:27:47.169Z:1
490840718207:2
2011-08-30T22:44:35.794Z:1
693511657608:2
518773505432:4
2014-01-20T18:08:28.429Z:1
2012-06-01T04:08:34.429Z:1
672701410801:1
273581024738:2
2012-02-18T19:33:06.228Z:1
"475f3c68-b812-J25S-8605-9d65fb47fbdf":3
574845009452:4
2014-02-10T00:00:10.794Z:1
693511574987:1
693511574980:2
2012-04-15T23:47:35.306Z:1
2014-10-08T02:15:30.303Z:1
2013-02-08T00:25:12.874Z:1
2011-08-09T19:49:39.429Z:1
2015-01-31T04:40:50.243Z:1
2013-01-20T17:19:45.392Z:1
2014-04-28T20:13:01.130Z:1
273770732900:2
574775043066:1
2014-01-02T22:18:12.416Z:1
2011-08-15T07:20:58.215Z:1
2011-10-30T16:13:23.794Z:1
2014-02-27T15:48:15.604Z:1
2012-09-29T07:54:32.679Z:1
2127.0:10
2013-12-12T03:39:03.284Z:1
2013-01-11T21:28:29.038Z:1
686772120573:2
4763.0:2
2013-03-14T22:14:30.357Z:1
693511574973:1
2015-01-20T11:09:56.243Z:1
2012-09-23T10:02:40.749Z:1
2014-11-23T07:35:54.931Z:1
2014-03-31T07:03:48.392Z:1
2011-05-21T04:56:28.429Z:1
2012-11-09T00:06:12.749Z:1
2014-07-26T19:22:59.303Z:1
2011-08-02T20:48:11.306Z:1
2013-02-22T04:24:01.357Z:1
574775043059:1
686772120566:2
2012-06-30T15:42:04.130Z:1
693511574966:2
672858900952:2
672777087808:1
2014-02-24T23:52:10.429Z:1
455776301407:2
2015-03-27T03:45:20.604Z:1
672777087801:1
518773505404:3
2014-01-07T20:02:19.125Z:1
672777817152:2
273567003717:1
2012-03-20T21:10:07.429Z:1
147001314698:1
2013-03-27T16:56:01.130Z:1
2012-10-29T11:25:36.969Z:1
2012-07-30T13:54:59.931Z:1
2013-03-29T04:49:00.357Z:1
2010-07-25T16:33:04.215Z:1
2013-08-31T04:33:02.794Z:1
2013-01-24T12:27:51.429Z:1
679700705215:3
2014-06-28T18:54:36.306Z:1
2012-08-26T01:59:31.357Z:1
672777817166:1
2012-04-27T03:32:43.429Z:1
224842116296:1
693511574952:2
2012-09-21T01:00:03.931Z:1
2013-02-21T20:13:40.679Z:1
2014-05-21T16:53:49.130Z:1
2013-12-08T03:11:39.794Z:1
455776301414:1
2015-01-17T05:52:14.125Z:1
2013-02-09T20:40:53.429Z:1
273567003703:2
2013-08-11T07:07:34.604Z:1
2014-11-21T08:10:17.125Z:1
2013-09-08T01:19:08.303Z:1
2013-11-04T05:40:56.794Z:1
2014-04-11T21:34:22.805Z:1
455788908442:1
2012-04-03T04:59:13.169Z:1
2013-03-11T07:13:46.169Z:1
2012-04-03T03:16:37.794Z:1
693511452501:1
2012-01-13T19:54:49.215Z:1
2012-04-05T10:36:47.215Z:1
2014-09-12T13:02:30.805Z:1
2014-12-30T18:34:22.931Z:1
2013-05-10T04:52:17.306Z:1
2013-01-28T00:55:45.416Z:1
4919.0:2
2013-06-05T05:30:17.243Z:1
2011-08-19T11:45:45.169Z:1
2012-06-03T13:21:02.038Z:1
2014-04-05T19:26:56.679Z:1
2014-06-02T03:49:26.931Z:1
574775635952:1
2012-12-13T12:57:48.404Z:1
2012-06-05T19:11:40.749Z:1
2013-04-17T16:34:18.931Z:1
273714755503:2
2013-12-08T20:34:19.125Z:1
2013-08-23T03:20:00.169Z:1
2011-12-07T09:37:30.215Z:1
2012-02-14T13:43:24.038Z:1
133840741293:1
2014-11-10T11:30:10.805Z:1
2367.0:4
2014-01-29T01:37:19.749Z:1
2011-06-08T11:21:29.215Z:1
2014-05-03T01:16:03.284Z:1
2012-11-17T09:05:37.357Z:1
672774266808:4
693788902394:2
455788908428:3
2012-06-15T19:10:22.130Z:1
2013-04-01T14:53:58.169Z:1
2013-11-30T08:11:08.416Z:1
2013-12-31T08:19:25.749Z:1
2013-12-19T07:37:04.228Z:1
693511452522:3
2012-09-20T12:41:35.243Z:1
2014-09-22T02:03:09.284Z:1
2012-07-26T09:41:49.969Z:1
672774266801:1
2014-03-05T08:52:24.306Z:1
2012-02-04T16:31:41.404Z:1
574775635973:2
2012-11-30T04:24:13.794Z:1
2012-12-22T16:03:59.357Z:1
2013-11-18T16:38:04.404Z:1
2013-02-27T11:32:13.303Z:1
2012-01-03T18:00:23.357Z:1
2012-11-29T21:52:04.679Z:1
686770742028:1
2013-05-18T11:03:46.228Z:1
2013-10-01T05:41:17.284Z:1
2012-12-02T10:13:17.306Z:1
2013-10-03T12:57:53.794Z:1
2013-01-13T14:21:25.130Z:1
2013-12-14T23:41:08.416Z:1
490770707728:1
4523.0:2
455798711242:3
455772852528:2
455812702835:4
2014-03-12T21:13:15.284Z:1
672777709380:3
4669.0:1
2012-01-20T19:23:30.038Z:1
4273.0:6
2012-01-30T02:56:10.357Z:1
2014-05-15T12:22:33.284Z:1
2012-12-30T21:11:27.169Z:1
2011-11-16T00:45:53.303Z:1
2012-01-08T16:24:56.306Z:1
2011-05-11T07:50:47.215Z:1
2013-04-17T11:40:23.794Z:1
273581024766:2
2014-01-29T01:10:03.749Z:1
2014-01-30T08:35:51.404Z:1
2012-02-10T07:37:48.169Z:1
2015-02-10T23:47:30.306Z:1
2012-12-30T21:41:34.169Z:1
2014-11-10T22:14:23.228Z:1
693511716401:1
2013-07-07T18:51:32.931Z:1
693511560294:2
2011-03-09T08:05:53.130Z:1
273714706531:3
2011-09-01T13:53:55.215Z:1
2011-09-27T15:25:17.130Z:1
2014-05-28T20:14:09.404Z:1
693511716408:2
2013-10-10T08:08:39.130Z:1
273714706538:1
2012-08-14T00:11:21.243Z:1
2012-12-19T20:10:54.416Z:1
105000038493:1
273581024752:1
2013-12-11T19:28:49.392Z:1
2461.0:2
672774266815:4
273581024759:1
2013-07-30T12:30:20.404Z:1
2014-05-30T10:19:59.284Z:1
2013-12-10T01:48:07.303Z:1
273714706566:1
2012-06-05T19:58:05.749Z:1
2014-08-10T23:59:04.931Z:1
455798711221:1
2011-10-30T15:58:47.794Z:1
518773505369:1
2617.0:2
2011-04-04T11:33:11.228Z:1
2014-12-20T09:18:27.228Z:1
2012-08-30T05:26:46.969Z:1
273581024787:2
518773505362:1
2013-10-05T13:50:02.392Z:1
2011-11-03T15:13:29.169Z:1
693511716422:1
2011-10-28T06:53:02.429Z:1
2012-03-18T14:49:25.038Z:1
273714706559:1
2011-09-11T08:44:06.429Z:1
